,name,uri,popularity,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0,Llenar el Vacío,spotify:track:2sktQKiGgUdS7nnTLBtKNT,42,2022-05-14,0.529,0.664,11,-9.235,1,0.0545,0.338,0.0,0.295,0.653,165.894,2sktQKiGgUdS7nnTLBtKNT,185589,4
1,Besos En Guerra,spotify:track:1mlGScrDQqHqmhdIqE8MmA,79,2018-10-25,0.69,0.973,2,-3.588,1,0.0492,0.126,0.0,0.101,0.772,143.957,1mlGScrDQqHqmhdIqE8MmA,231533,4
2,You Belong With Me,spotify:track:3GCL1PydwsLodcpv0Ll1ch,71,2008-11-11,0.687,0.783,6,-4.44,1,0.0386,0.162,1.35e-05,0.114,0.443,129.964,3GCL1PydwsLodcpv0Ll1ch,231133,4
3,Blank Space,spotify:track:1p80LdxRV74UKvL8gnD7ky,77,2014-10-27,0.753,0.678,5,-5.421,1,0.0644,0.085,1.64e-06,0.13,0.583,96.006,1p80LdxRV74UKvL8gnD7ky,231827,4
4,Eso Y Más,spotify:track:6JrJdo0rvJZY6Yfj49ot2O,30,2020-11-06,0.523,0.308,8,-10.805,1,0.0376,0.815,0.0,0.0875,0.432,81.273,6JrJdo0rvJZY6Yfj49ot2O,166600,4
5,Beso,spotify:track:4PpuZIMmeng6qPicveSI22,68,2016-10-14,0.793,0.56,7,-8.922,0,0.0324,0.599,0.0,0.0952,0.862,123.011,4PpuZIMmeng6qPicveSI22,211022,4
6,El Pueblo,spotify:track:2fRJ1x3PGFduyKlan2BDEP,35,2019-11-22,0.793,0.705,11,-4.239,0,0.134,0.136,0.0,0.099,0.727,89.998,2fRJ1x3PGFduyKlan2BDEP,159440,4
7,506,spotify:track:4scwMEdlKi8qWJzzyDB8Z3,80,2022-09-02,0.544,0.864,0,-5.65,1,0.048,0.00747,0.0,0.338,0.69,142.994,4scwMEdlKi8qWJzzyDB8Z3,180547,4
8,Grow As We Go,spotify:track:6hYvw3LLTViP2mT4MpDNmT,65,2019-03-29,0.458,0.137,8,-14.083,1,0.0355,0.882,0.0,0.15,0.437,80.824,6hYvw3LLTViP2mT4MpDNmT,249427,4
9,I Will Go and Do - 2020 Youth Theme Song,spotify:track:01nWmkzHrNKfURDi4xF3bu,44,2019-11-17,0.625,0.261,9,-7.66,1,0.0265,0.756,0.0,0.13,0.233,74.013,01nWmkzHrNKfURDi4xF3bu,236957,4
10,Here Comes The Sun - Remastered 2009,spotify:track:6dGnYIeXmHdcikdzNNDMm2,83,1969-09-26,0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,6dGnYIeXmHdcikdzNNDMm2,185733,4
11,Hey Jude - Remastered 2009,spotify:track:3m7V717IKZqZLW5qUIOxdD,63,1973-04-02,0.402,0.552,10,-10.158,1,0.0258,0.028,1.36e-05,0.0929,0.668,145.164,3m7V717IKZqZLW5qUIOxdD,431333,4
12,Pa' Lante (feat. El Micha),spotify:track:2HxoM6Dn7l7fNuwh6OiWV1,55,2016-04-29,0.56,0.778,11,-4.788,0,0.314,0.0632,0.0,0.171,0.513,99.954,2HxoM6Dn7l7fNuwh6OiWV1,173093,4
13,Hay Burner,spotify:track:2MlQuvVsq23rnanz6OYaB5,41,1998-01-01,0.669,0.462,5,-9.919,1,0.0349,0.441,0.185,0.114,0.648,120.038,2MlQuvVsq23rnanz6OYaB5,256160,4
14,Tonight,spotify:track:0m3VAnwuryISuxMzhAphGU,26,1962,0.586,0.466,7,-8.453,1,0.0286,0.777,0.000546,0.109,0.681,94.312,0m3VAnwuryISuxMzhAphGU,273893,4
15,Peace in Christ,spotify:track:1J0KLdRf19gX7s4qODKLvV,49,2017-12-01,0.462,0.344,3,-6.791,1,0.0311,0.741,0.0,0.151,0.234,139.56,1J0KLdRf19gX7s4qODKLvV,216189,4
16,Soulful Mr. Timmons,spotify:track:2G0Xjwpd9LhdGYKWjR89Ta,8,2001-01-01,0.476,0.521,5,-12.141,0,0.0455,0.423,0.000173,0.769,0.597,74.932,2G0Xjwpd9LhdGYKWjR89Ta,616515,4
17,'Tis Sweet to Sing the Matchless Love,spotify:track:3blJIvHqfqO5HcW0Lgp5NQ,8,2013-11-29,0.492,0.26,2,-13.43,1,0.0293,0.788,0.863,0.104,0.283,151.959,3blJIvHqfqO5HcW0Lgp5NQ,286253,3
18,"Be Still, My Soul (arr. Kurt Bestor)",spotify:track:6NCel5tOCLTFSEZOFoCzNr,5,2019-11-15,0.118,0.0427,0,-18.773,1,0.0363,0.983,0.789,0.0749,0.0507,162.026,6NCel5tOCLTFSEZOFoCzNr,311920,4
19,Amazing Grace (arr. Kevin McKee),spotify:track:1jrzKxVN4LuMqYYOTBVwbf,6,2019-11-15,0.143,0.121,2,-15.942,1,0.0435,0.981,0.85,0.0848,0.101,69.407,1jrzKxVN4LuMqYYOTBVwbf,335573,4
20,"Savior, Redeemer of My Soul",spotify:track:3W8nj0CP99OgdOHn45Nt8x,5,2019-11-15,0.177,0.113,1,-16.389,0,0.0378,0.973,0.785,0.112,0.0726,87.79,3W8nj0CP99OgdOHn45Nt8x,275173,1
21,Dat Dere - Remastered 2005,spotify:track:0fYXEHGIJqfimplx8Y4683,37,2005-01-01,0.718,0.523,0,-6.638,0,0.0427,0.802,0.0944,0.14,0.576,126.534,0fYXEHGIJqfimplx8Y4683,527040,4
22,Better Get Hit In Your Soul,spotify:track:4GnuiyYBxMU1yRqmi9mtjS,1,1984,0.467,0.501,10,-14.083,1,0.072,0.666,0.0853,0.681,0.713,133.895,4GnuiyYBxMU1yRqmi9mtjS,691333,3
23,Don't Worry Be Happy,spotify:track:4hObp5bmIJ3PP3cKA9K9GY,70,1988-01-01,0.675,0.166,11,-22.602,1,0.171,0.88,7.14e-05,0.0461,0.747,68.837,4hObp5bmIJ3PP3cKA9K9GY,294400,4
24,Humble And Kind,spotify:track:4Pn0JlCUusD2QHjADuOzuV,70,2015-01-01,0.355,0.48,11,-7.31,1,0.0282,0.679,2.28e-06,0.12,0.137,100.956,4Pn0JlCUusD2QHjADuOzuV,259267,3
25,Georgia On My Mind,spotify:track:6JF9Uq4wvtyXx8g0HfnSWH,23,1986-01-01,0.361,0.154,9,-16.512,0,0.0356,0.769,0.845,0.195,0.0391,111.421,6JF9Uq4wvtyXx8g0HfnSWH,242227,4
26,Senor Mouse,spotify:track:163LRgpTFaLXL3QiDei4mc,15,2008-09-30,0.671,0.625,1,-7.664,1,0.0312,0.818,0.591,0.0853,0.758,97.508,163LRgpTFaLXL3QiDei4mc,301173,4
27,American Dreams (feat. David Osmond & Ryan Shupe & the Rubberband),spotify:track:2h66V893MYZ5vsIRqWTMnC,23,2005-06-15,0.486,0.494,6,-8.857,1,0.0316,0.497,2.27e-06,0.246,0.328,154.048,2h66V893MYZ5vsIRqWTMnC,201040,3
28,The Rising (feat. Jimi Westbrook),spotify:track:5bFzuA7S0VTaS7vYOBuKQD,25,2005-06-15,0.671,0.683,6,-5.47,1,0.0282,0.0613,0.0,0.226,0.358,122.974,5bFzuA7S0VTaS7vYOBuKQD,184773,4
29,A Place In The Sun,spotify:track:3dXFwE9yIXuotnjN7wsP2N,55,2021-11-12,0.794,0.236,10,-12.019,1,0.0659,0.894,0.0,0.111,0.466,120.755,3dXFwE9yIXuotnjN7wsP2N,256467,4
30,Somewhere Over The Rainbow_What A Wonderful World,spotify:track:25U7raB3ZSszayTYClh4hF,72,1993-11-01,0.663,0.168,0,-13.725,1,0.0448,0.928,5.68e-05,0.361,0.678,85.005,25U7raB3ZSszayTYClh4hF,308027,4
31,Why Not,spotify:track:7b5Jn1v23xvnOJU8pjwKb0,30,2021-11-10,0.734,0.691,7,-8.657,1,0.0491,0.371,0.0253,0.0326,0.738,90.999,7b5Jn1v23xvnOJU8pjwKb0,219453,4
32,Spain,spotify:track:6taXUSSvSQjzuyNzkykKm1,35,2008-07-01,0.472,0.486,10,-11.803,0,0.0578,0.681,0.863,0.651,0.788,136.996,6taXUSSvSQjzuyNzkykKm1,318893,4
33,Moanin',spotify:track:4Tq2fWpX1nLCkMSOPkYb1Y,50,1989-01-01,0.614,0.233,5,-18.964,0,0.0568,0.827,0.198,0.13,0.448,126.256,4Tq2fWpX1nLCkMSOPkYb1Y,576173,4
34,A La P.P.,spotify:track:1VmUddiyoE95gUD2BrWGIT,16,1995-01-01,0.728,0.836,5,-7.938,1,0.0534,0.476,0.39,0.0769,0.964,130.101,1VmUddiyoE95gUD2BrWGIT,167627,4
35,My Spanish Heart,spotify:track:0rKO5V71iJRCKr0dBuNI2D,18,2019-06-28,0.488,0.562,8,-13.625,1,0.0464,0.718,0.562,0.0995,0.191,109.925,0rKO5V71iJRCKr0dBuNI2D,416293,4
36,Quisiera,spotify:track:6XmZbqvYC0jmSjBkg4hKmg,6,2020-02-21,0.677,0.56,10,-9.178,1,0.0416,0.31,0.0,0.297,0.724,80.917,6XmZbqvYC0jmSjBkg4hKmg,233333,4
37,Spain - Composite Alternative Take,spotify:track:1jji1sWxZOo7eWnXifT7yP,40,1998-01-01,0.38,0.503,11,-12.68,0,0.0453,0.887,0.93,0.14,0.279,143.112,1jji1sWxZOo7eWnXifT7yP,333667,4
38,Glorious,spotify:track:6ZST1746zDPfcRED2gYILe,45,2018-11-02,0.471,0.268,2,-10.302,1,0.032,0.68,0.0,0.146,0.319,77.516,6ZST1746zDPfcRED2gYILe,182787,4
39,El Rey de la Huasteca,spotify:track:4NVDDQOasYKiEJvT8z7PHk,22,2022-03-18,0.457,0.543,9,-5.168,0,0.0435,0.295,0.000296,0.175,0.52,154.976,4NVDDQOasYKiEJvT8z7PHk,336048,3
40,Como Si Fuera Mi Ultimo Dia,spotify:track:1E4rCsZfqhRZsI2vAIwqz9,0,2017-09-22,0.502,0.401,2,-11.433,1,0.0276,0.561,0.0,0.0878,0.519,149.942,1E4rCsZfqhRZsI2vAIwqz9,212140,3
41,Quiero Estar,spotify:track:1hQYjSWkLTXcvU2bVp6c06,59,2012-10-02,0.574,0.745,6,-5.545,1,0.0265,0.458,0.0,0.107,0.467,127.5,1hQYjSWkLTXcvU2bVp6c06,242864,3
42,Océanos (Donde Mis Pies Pueden Fallar),spotify:track:6nK1x5xWT3x1N1gzhSB7gw,42,2014-09-30,0.279,0.471,2,-7.718,1,0.0298,0.44,1.25e-06,0.0746,0.155,128.412,6nK1x5xWT3x1N1gzhSB7gw,259053,4
43,Miraculous,spotify:track:6YmCVaToPYrInOTrlqpZEe,8,2015-06-07,0.383,0.144,7,-10.509,1,0.0379,0.843,0.0,0.19,0.165,136.465,6YmCVaToPYrInOTrlqpZEe,248293,3
44,This Is the Christ,spotify:track:0E3Jw0V7js5rAEXTshvUWZ,29,2018-02-09,0.374,0.183,10,-9.696,1,0.0374,0.958,0.0,0.0867,0.197,109.759,0E3Jw0V7js5rAEXTshvUWZ,212520,3
45,A Pesar de Todo,spotify:track:0EpfUlLxQgcmPyepznp5H7,33,2011-08-16,0.621,0.303,9,-12.381,0,0.033,0.791,1.96e-05,0.221,0.355,121.817,0EpfUlLxQgcmPyepznp5H7,198987,4
46,Sabor a Mi,spotify:track:26G5pNe2r8nILztrj5oxmu,30,2008-09-01,0.343,0.477,9,-5.538,1,0.0294,0.672,0.0,0.163,0.433,83.607,26G5pNe2r8nILztrj5oxmu,191911,4
47,Por Mujeres Como Tú,spotify:track:4Zd6gElrsmSyVomurxAPOD,71,2004-02-20,0.351,0.29,2,-7.691,1,0.0313,0.846,3.15e-05,0.162,0.342,183.693,4Zd6gElrsmSyVomurxAPOD,263133,4
48,Blue Skies,spotify:track:0SIzIfR6913S1oqTbyg8YC,52,1959-01-01,0.611,0.285,0,-10.225,1,0.0682,0.837,0.0,0.102,0.604,79.463,0SIzIfR6913S1oqTbyg8YC,226360,4
49,All The Things You Are,spotify:track:5gPetRvxQKyOjjwZX1dzbt,57,1963-01-01,0.45,0.154,1,-14.485,1,0.0373,0.938,4.37e-06,0.16,0.243,110.666,5gPetRvxQKyOjjwZX1dzbt,195667,4
50,Todo Tiene Su Hora,spotify:track:5HsI6uI1h1xNznhOsKLjHr,57,2014-11-10,0.778,0.859,1,-4.136,1,0.0738,0.496,0.0,0.0863,0.843,120.925,5HsI6uI1h1xNznhOsKLjHr,197187,4
51,El Sol de la Noche,spotify:track:0PAf4n8jN2Jo6QXcqirRVq,48,2003-02-01,0.751,0.639,2,-7.455,0,0.0318,0.57,0.000897,0.0691,0.919,128.873,0PAf4n8jN2Jo6QXcqirRVq,354467,4
52,Mala,spotify:track:77naRYLUEyf8ldGFOU6MIn,59,2022-03-04,0.656,0.913,5,-2.794,0,0.0448,0.34,1.52e-06,0.135,0.88,98.041,77naRYLUEyf8ldGFOU6MIn,228967,4
53,Breathe (feat. Rubén Blades and Doreen Montalvo),spotify:track:6eHA7Fw7JcrmhY5SZK9Rzx,53,2021-06-10,0.329,0.365,9,-9.023,1,0.0474,0.364,0.0,0.334,0.202,172.02,6eHA7Fw7JcrmhY5SZK9Rzx,246053,3
54,A Mis Abuelos,spotify:track:3Do9OaGPLuacYx0W3DqSQj,22,1993,0.423,0.649,0,-6.561,1,0.0386,0.604,0.936,0.17,0.204,104.751,3Do9OaGPLuacYx0W3DqSQj,325240,4
55,Mambo Influenciado,spotify:track:2z4crUUpjEQp6DoYpfIwAW,31,2003-01-13,0.467,0.63,10,-12.325,0,0.06,0.703,0.853,0.0826,0.867,199.254,2z4crUUpjEQp6DoYpfIwAW,216560,4
56,"En Mi Viejo San Juan - Live From San Cristobal Castle, Puerto Rico/2011",spotify:track:13hsKK3SbHR5AUqyHa62wz,20,2012-01-01,0.536,0.791,6,-6.3,1,0.0537,0.627,8.08e-06,0.965,0.411,101.967,13hsKK3SbHR5AUqyHa62wz,311533,4
57,El Orgullo de Mi Patria,spotify:track:73Jowwxjk8AAuuz6Z2rowD,44,2017-11-10,0.331,0.925,6,-5.313,1,0.256,0.0558,0.0,0.0997,0.706,164.745,73Jowwxjk8AAuuz6Z2rowD,208248,3
58,La bikina - En vivo,spotify:track:1jxO9AwMqYynDsuMWKrPvi,72,2000-01-11,0.389,0.71,5,-6.265,1,0.0351,0.161,0.0,0.918,0.666,160.397,1jxO9AwMqYynDsuMWKrPvi,179040,3
59,Suspendidos en el Tiempo,spotify:track:7IW01SDxiAhmWo97uUL4dg,38,2018-07-27,0.823,0.702,7,-7.341,0,0.0863,0.577,2.48e-06,0.0755,0.891,89.983,7IW01SDxiAhmWo97uUL4dg,213018,4
60,Remamos,spotify:track:2mtmUkZBBPehTwrAp05VGv,52,2019-05-17,0.594,0.276,1,-8.665,1,0.0351,0.811,0.0,0.134,0.375,128.606,2mtmUkZBBPehTwrAp05VGv,231947,4
61,Sé Que Te Duele,spotify:track:1U5hu12QP2crci8OkySk6x,0,2022-01-31,0.691,0.854,9,-4.77,1,0.0735,0.239,0.0,0.0969,0.779,94.96,1U5hu12QP2crci8OkySk6x,228133,4
62,Ya No Te Puedo Querer - Spotify Session,spotify:track:5nmJVLVHPaXFPCdSJ2Y6tV,31,2015-09-23,0.703,0.287,4,-9.319,0,0.0428,0.929,1.19e-05,0.109,0.371,124.487,5nmJVLVHPaXFPCdSJ2Y6tV,284000,4
63,Mi Pequeña Oración (My Little Prayer),spotify:track:4C8hnhN8JIkscy7yeXUxiD,22,2019-12-09,0.279,0.246,8,-11.631,1,0.0331,0.777,2.38e-06,0.118,0.308,135.08,4C8hnhN8JIkscy7yeXUxiD,193916,3
64,Usted (feat. Vicentico) - MTV Unplugged,spotify:track:08llaN4Lh6GCfd9aHInwB2,59,2004-04-27,0.543,0.905,6,-3.147,0,0.0726,0.468,0.0,0.797,0.782,101.913,08llaN4Lh6GCfd9aHInwB2,287573,4
65,Amárrame,spotify:track:3EK4tGkSiO5xvvB5sM4tln,73,2017-04-28,0.563,0.674,5,-4.554,0,0.048,0.247,0.00226,0.107,0.784,179.977,3EK4tGkSiO5xvvB5sM4tln,207333,4
66,Un Pobre Loco,spotify:track:0mlELW8ISALdLLj96szDT1,43,2014-05-13,0.609,0.885,7,-4.922,1,0.0359,0.0171,0.0,0.133,0.55,99.021,0mlELW8ISALdLLj96szDT1,236613,4
67,Un Poquito,spotify:track:3aWCkmStzGLDDmlwxJtQrU,60,2021-05-28,0.787,0.856,10,-4.783,1,0.142,0.415,0.0,0.135,0.882,95.993,3aWCkmStzGLDDmlwxJtQrU,186842,4
68,La Bicicleta,spotify:track:0Gx4VrHzS7pZOEAGrmXXBH,73,2017-11-10,0.745,0.944,0,-3.959,1,0.134,0.21,1.45e-06,0.333,0.951,179.991,0Gx4VrHzS7pZOEAGrmXXBH,229510,4
69,Bailar Contigo,spotify:track:1KbX1VuFIgsRa9JjnQtRYA,57,2013-04-21,0.576,0.843,5,-5.034,1,0.0419,0.0159,0.0,0.0972,0.411,100.019,1KbX1VuFIgsRa9JjnQtRYA,252120,4
70,Canción Bonita,spotify:track:5iF33sXejXwfTuidVHMll0,71,2021-04-13,0.788,0.771,0,-4.048,1,0.0562,0.0452,0.0,0.103,0.785,91.945,5iF33sXejXwfTuidVHMll0,169560,4
71,Te Mando Flores,spotify:track:2in1gSZtv2lRbcZUmN9aAl,73,2005-05-01,0.714,0.85,0,-7.864,1,0.0541,0.228,0.0,0.108,0.855,102.009,2in1gSZtv2lRbcZUmN9aAl,228680,4
72,Fotografía,spotify:track:0dEPlb8waIqRtKpLb3l6So,69,2002-01-01,0.486,0.715,7,-4.417,1,0.0519,0.292,0.0,0.195,0.637,84.092,0dEPlb8waIqRtKpLb3l6So,238133,4
73,La Única,spotify:track:2fUy1oHu93MBBlLcGLd9sj,35,2002-01-01,0.546,0.781,1,-6.159,0,0.0362,0.459,2.63e-05,0.145,0.866,84.997,2fUy1oHu93MBBlLcGLd9sj,184613,4
74,Dos Oruguitas,spotify:track:5rohUzwEoRsUvAA1Bf3DLo,71,2021-11-19,0.423,0.355,0,-10.565,1,0.0454,0.761,0.0,0.0915,0.465,93.788,5rohUzwEoRsUvAA1Bf3DLo,214613,4
75,Cántalo,spotify:track:7MkFd0UDHlILDrhBjGZH5K,54,2019-11-12,0.708,0.795,1,-4.71,1,0.116,0.0339,0.0,0.362,0.731,95.039,7MkFd0UDHlILDrhBjGZH5K,218996,4
